,firearm_used_flag,zip_code,report_no,age,sex
43023,True,64105,KC20038841,38,M
43046,True,64132,KC20044881,30,M
43064,True,64126,KC20032769,23,F
43073,True,64132,KC20044306,47,M
43075,True,64134,KC20040398,46,M
43077,True,64133,KC20046896,29,F
43085,True,64130,KC20040498,55,M
43101,True,64111,KC20036983,40,M
43104,True,64128,KC20044826,63,F
43119,True,64132,KC20034603,21,F
43156,True,64128,KC20044434,24,M
43175,True,64124,KC20040950,34,F
43251,True,64128,KC20045029,21,M
43293,True,64109,KC20037579,37,F
43306,True,64123,KC20045373,48,M
43316,True,64127,KC20040408,49,M
43323,True,64109,KC20033862,53,M
43351,True,64124,KC20040325,43,M
43357,True,64134,KC20043620,37,M
43389,True,64116,KC20046601,79,M
43472,True,64111,KC20032902,20,F
43474,True,64155,KC20037286,35,M
43508,True,64128,KC20036243,36,M
43519,True,64131,KC20041918,49,F
43524,True,64127,KC20046361,22,F
43525,True,64111,KC20036922,25,M
43529,True,64110,KC20040094,35,M
43550,True,64109,KC20038813,23,M
43579,True,64130,KC20046663,29,M
43598,True,64127,KC20045858,31,M
43639,True,64130,KC20035591,59,M
43649,True,64117,KC20046586,23,M
43676,True,64130,KC20042800,21,F
43681,True,64123,KC20033721,18,M
43683,True,64130,KC20043876,31,F
43694,True,64128,KC20035713,84,F
43696,True,64110,KC20034982,28,F
43714,True,64127,KC20033516,42,F
43724,True,64130,KC20035577,25,F
43727,True,64128,KC20042615,52,F
43736,True,64110,KC20042869,46,F
43737,True,64109,KC20039787,53,M
43752,True,64125,KC20043262,20,F
43792,True,64124,KC20047723,52,M
43816,True,64129,KC20034698,77,M
43867,True,64129,KC20044549,35,F
43875,True,64108,KC20044587,36,M
43886,True,64132,KC20044306,25,M
43891,True,64119,KC20042703,19,M
43917,True,64130,KC20038353,37,F
43962,True,64132,KC20040584,19,F
43992,True,64127,KC20032704,45,M
44039,True,64106,KC20033750,34,M
44058,True,64127,KC20044126,49,M
44099,True,64127,KC20038825,31,M
44114,True,64131,KC20040795,30,M
44130,True,64131,KC20033005,20,F
44134,True,64111,KC20044855,39,M
44186,True,64128,KC20039556,20,F
44242,True,64127,KC20044042,58,M
44252,True,64127,KC20045053,51,F
44255,True,64130,KC20040444,23,F
44257,True,64111,KC20046378,38,M
44278,True,64111,KC20036200,26,M
44279,True,64128,KC20042875,33,M
44309,True,64110,KC20042878,49,M
44331,True,64138,KC20047520,62,F
44340,True,64128,KC20035458,34,M
44355,True,64130,KC20040764,24,M
44357,True,64130,KC20033487,27,M
44359,True,64124,KC20035623,53,M
44361,True,64109,KC20044861,33,M
44381,True,64138,KC20040969,18,M
44383,True,64130,KC20033487,80,F
44385,True,64136,KC20032730,27,M
44423,True,64127,KC20041151,27,M
44434,True,64127,KC20039826,61,M
44448,True,64130,KC20047394,39,M
44457,True,64130,KC20046393,34,F
44458,True,64129,KC20046809,38,F
44460,True,64128,KC20042615,32,M
44462,True,64110,KC20042869,30,M
44472,True,64109,KC20045677,27,M
44486,True,64128,KC20044826,52,M
44499,True,64137,KC20038471,32,M
44529,True,64134,KC20033695,51,F
44548,True,64111,KC20041257,28,M
44550,True,64111,KC20041113,40,M
44552,True,64127,KC20037754,33,M
44583,True,64130,KC20038034,48,M
44600,True,63124,KC20044939,19,F
44610,True,64127,KC20042459,55,M
44613,True,64127,KC20034560,29,M
44635,True,64130,KC20046663,29,M
44638,True,64124,KC20043751,63,M
44667,True,64133,KC20042672,19,M
44679,True,64117,KC20041406,23,F
44688,True,64127,KC20044672,56,M
44690,True,64109,KC20038946,34,M
44719,True,64119,KC20046820,33,M
44725,True,64108,KC20038561,38,M
44738,True,64128,KC20035713,22,M
44778,True,64130,KC20043188,30,M
44779,True,64131,KC20034141,37,F
44790,True,64134,KC20040616,23,F
44812,True,64133,KC20040266,33,F
44839,True,64110,KC20044969,48,M
44851,True,64130,KC20040954,26,F
44876,True,64128,KC20037393,41,F
44943,True,64134,KC20046658,18,M
44946,True,64109,KC20044753,34,M
45000,True,64130,KC20037052,35,M
45007,True,64111,KC20042384,57,M
45010,True,64146,KC20038632,31,M
45012,True,64109,KC20041929,28,F
45015,True,64139,KC20040419,42,F
45034,True,64127,KC20041151,27,M
45038,True,64117,KC20041406,23,F
45076,True,64128,KC20036173,39,F
45142,True,64116,KC20039062,26,M
45147,True,64118,KC20035313,36,F
45158,True,64157,KC20037701,21,M
45172,True,64117,KC20041088,22,M
45174,True,64108,KC20041379,36,M
45182,True,64108,KC20045000,41,F
45221,True,64134,KC20036769,23,F
45249,True,64130,KC20042473,47,M
45277,True,64130,KC20046114,30,F
45296,True,64130,KC20043063,58,F
45322,True,64123,KC20032610,42,M
45337,True,64128,KC20036243,52,M
45350,True,64137,KC20035242,45,M
45363,True,64124,KC20042227,62,M
45366,True,64123,KC20038935,34,F
45369,True,64129,KC20039823,36,M
45421,True,64127,KC20033158,28,M
45455,True,64124,KC20047430,20,F
45456,True,64123,KC20045648,55,M
45457,True,64129,KC20038923,30,F
45484,True,64132,KC20035221,39,M
45487,True,64134,KC20041327,33,F
45517,True,64111,KC20033520,39,F
45594,True,64127,KC20035754,41,M
45611,True,64130,KC20036745,28,M
45645,True,64124,KC20037057,19,M
45657,True,64110,KC20047438,30,F
45670,True,64134,KC20039750,18,M
45691,True,64134,KC20036727,46,F
45699,True,64130,KC20039213,22,F
45767,True,64117,KC20037304,35,M
45774,True,64108,KC20040944,19,M
45813,True,64109,KC20044753,28,F
45815,True,64105,KC20035589,27,M
45825,True,64131,KC20046775,20,M
45853,True,64137,KC20035447,48,M
45880,True,64124,KC20033759,27,F
45889,True,64127,KC20041151,26,M
45978,True,64130,KC20042031,28,F
46018,True,64108,KC20041379,41,M
46026,True,64134,KC20040398,50,F
46034,True,64130,KC20046273,25,M
46064,True,64129,KC20037598,30,M
46065,True,64109,KC20037288,21,M
46109,True,64128,KC20038747,23,M
46125,True,64110,KC20044969,34,M
46145,True,64131,KC20035182,36,M
46169,True,64111,KC20036983,38,M
46177,True,64138,KC20038769,47,M
46179,True,64127,KC20040421,43,M
46188,True,64119,KC20033081,52,F
46199,True,64126,KC20044531,20,M
46222,True,64133,KC20042383,27,M
46240,True,64129,KC20034071,35,F
46259,True,64130,KC20035507,52,F
46269,True,64127,KC20042855,26,M
46276,True,64109,KC20037579,40,M
46300,True,64119,KC20039503,37,M
46302,True,64129,KC20041696,28,M
46344,True,64123,KC20036193,33,M
46353,True,64127,KC20035219,41,M
46355,True,64134,KC20035001,34,M
46361,True,64108,KC20037060,27,M
46375,True,64138,KC20036230,19,M
46393,True,64130,KC20046114,31,F
46400,True,64147,KC20037999,19,F
46428,True,64147,KC20037999,19,F
46431,True,64128,KC20036243,63,F
46447,True,64123,KC20038935,33,F
46475,True,64106,KC20041666,18,F
46486,True,64128,KC20036243,57,F
46510,True,64118,KC20035313,46,M
46549,True,64132,KC20032740,20,M
46553,True,64132,KC20045042,33,F
46562,True,64132,KC20044881,26,M
46589,True,64130,KC20047416,24,M
46617,True,64110,KC20036024,39,M
46619,True,64132,KC20041875,32,F
46624,True,64134,KC20040117,59,M
46637,True,64111,KC20037256,37,M
46643,True,64111,KC20046637,32,M
46650,True,64130,KC20042675,24,M
46693,True,64129,KC20038463,33,M
46700,True,64128,KC20043636,48,F
46802,True,64110,KC20047438,18,M
46814,True,64108,KC20037060,38,F
46833,True,64129,KC20034698,37,M
46847,True,64137,KC20044314,31,F
46853,True,64109,KC20033862,45,F
46867,True,64130,KC20046663,55,M
46887,True,64118,KC20043221,30,F
46908,True,64134,KC20043620,41,F
46913,True,64123,KC20040024,24,M
46935,True,64132,KC20047257,21,M
46939,True,64110,KC20033899,22,F
46956,True,64130,KC20042466,64,M
46965,True,64110,KC20042869,32,F
47042,True,64127,KC20040005,39,F
47060,True,64111,KC20045743,31,M
47128,True,64133,KC20046896,60,F
47141,True,64130,KC20040498,42,F
47143,True,64130,KC20037473,54,M
47180,True,64134,KC20033176,21,M
47193,True,64106,KC20045875,33,F
47196,True,64129,KC20045621,34,M
47201,True,64128,KC20042601,58,M
47218,True,64124,KC20040950,31,F
47289,True,64105,KC20039135,20,M
47307,True,64106,KC20035069,20,F
47316,True,64127,KC20041151,23,M
47328,True,64133,KC20034877,23,M
47329,True,64134,KC20034855,34,F
47344,True,64132,KC20046887,64,M
47353,True,64134,KC20041327,48,F
47356,True,64127,KC20040408,26,M
47364,True,64127,KC20045050,33,M
47377,True,64109,KC20044861,29,F
47384,True,64130,KC20036920,67,M
47387,True,64110,KC20037320,19,M
47388,True,64127,KC20037754,62,M
47407,True,64127,KC20036189,53,F
47425,True,64108,KC20041996,50,M
47426,True,64108,KC20037060,36,F
47430,True,64130,KC20042810,39,M
47440,True,64108,KC20037060,37,M
47444,True,64134,KC20035398,41,M
47457,True,64134,KC20044958,44,F
47475,True,64133,KC20034877,32,F
47504,True,64127,KC20039284,22,F
47513,True,64126,KC20042640,35,F
47540,True,64128,KC20042875,51,F
47554,True,64128,KC20039556,33,M
47565,True,64105,KC20038841,25,F
47568,True,64110,KC20040094,39,F
47576,True,64127,KC20034129,39,F
47589,True,64118,KC20033257,33,F
47590,True,64112,KC20039003,19,F
47598,True,64157,KC20041259,48,F
47604,True,64137,KC20035211,20,M
47623,True,64131,KC20035322,30,M
47646,True,64130,KC20034490,34,F
47694,True,64132,KC20047683,25,M
47698,True,64130,KC20033487,27,M
47705,True,64131,KC20033005,20,M
47716,True,64109,KC20034525,31,F
47767,True,64114,KC20042090,26,F
47770,True,64134,KC20036501,52,F
47780,True,64108,KC20045000,67,M
47817,True,64130,KC20036822,37,M
47849,True,64138,KC20047401,19,F
47854,True,64133,KC20042649,62,M
47870,True,64138,KC20047520,42,F
47907,True,64130,KC20035507,32,M
47935,True,64106,KC20047440,70,M
48007,True,64132,KC20044306,73,M
48017,True,64146,KC20038632,58,M
48025,True,64127,KC20039843,23,F
48051,True,64127,KC20040421,28,F
48054,True,64151,KC20036394,48,F
48076,True,64111,KC20036922,36,M
48079,True,64128,KC20044434,21,M
48088,True,64123,KC20042849,48,M
48090,True,64127,KC20032647,40,M
48132,True,64138,KC20040511,34,M
48138,True,64134,KC20036727,23,F
48147,True,64157,KC20037701,18,M
48154,True,64117,KC20045412,28,M
48215,True,64124,KC20040325,45,F
48220,True,64137,KC20035211,27,M
48232,True,64128,KC20035135,35,M
48254,True,64128,KC20042615,37,M
48287,True,64128,KC20038947,33,M
48288,True,64111,KC20032902,63,F
48290,True,64131,KC20033005,44,F
48318,True,64109,KC20045494,37,F
48324,True,64127,KC20042848,27,M
48331,True,64109,KC20045494,19,M
48343,True,64110,KC20042869,23,F
48348,True,64134,KC20037993,24,M
48352,True,64138,KC20040139,19,F
48361,True,64130,KC20039030,40,M
48385,True,64111,KC20035431,43,M
48390,True,64134,KC20047279,29,M
48404,True,64128,KC20036203,37,M
48466,True,64118,KC20033257,43,F
48499,True,64127,KC20040408,45,F
48500,True,64118,KC20037467,52,F
48541,True,64127,KC20040881,54,F
48552,True,64118,KC20040240,49,M
48558,True,64128,KC20045329,40,M
48563,True,64117,KC20038509,40,F
48570,True,64130,KC20033487,20,M
48609,True,64134,KC20044288,44,M
48622,True,64124,KC20040747,40,M
48629,True,64131,KC20041918,37,F
48661,True,64106,KC20035069,32,F
48668,True,64128,KC20046101,19,M
48681,True,64127,KC20032704,25,F
48688,True,64124,KC20035057,24,F
48729,True,64109,KC20038813,33,M
48738,True,64110,KC20040660,24,M
48765,True,64110,KC20041144,21,F
48776,True,64138,KC20034419,32,M
48779,True,64127,KC20042669,43,M
48783,True,64130,KC20046663,31,M
48800,True,64108,KC20037060,38,F
48823,True,64117,KC20046586,23,F
48832,True,64105,KC20035589,25,F
48855,True,64124,KC20033759,27,F
48862,True,64128,KC20039556,18,F
48866,True,64119,KC20041461,31,M
48886,True,64130,KC20043188,30,M
48895,True,64147,KC20037999,20,F
48899,True,64130,KC20033641,35,M
48911,True,64123,KC20038935,60,F
48926,True,64132,KC20044881,28,F
48927,True,64134,KC20034855,31,F
48929,True,64130,KC20035831,48,F
48941,True,64110,KC20034982,37,M
48950,True,64126,KC20044531,24,M
48952,True,64106,KC20046454,36,M
48982,True,64108,KC20038561,43,M
48987,True,64124,KC20047430,46,M
49008,True,64110,KC20040901,33,F
49021,True,64109,KC20035819,21,M
49028,True,64133,KC20046896,32,M
49060,True,64134,KC20043110,60,F
49077,True,64109,KC20037288,24,M
49080,True,64134,KC20038220,38,F
49102,True,64139,KC20040419,21,M
49107,True,64109,KC20039787,53,M
49146,True,64130,KC20036745,25,F
49154,True,64128,KC20044826,18,M
49162,True,64127,KC20032778,28,M
49163,True,64106,KC20044729,32,F
49172,True,64137,KC20033463,33,M
49179,True,64106,KC20045875,51,M
49187,True,64131,KC20046667,18,M
49205,True,64114,KC20038645,20,M
49206,True,64106,KC20044129,40,M
49224,True,64129,KC20038463,34,F
49232,True,64108,KC20045000,22,M
49239,True,64108,KC20037060,27,M
49261,True,64110,KC20045400,22,F
49270,True,64108,KC20035871,47,F
49325,True,64132,KC20044306,25,M
49326,True,64127,KC20034800,24,M
49364,True,64106,KC20033836,24,M
49384,True,64131,KC20041918,22,M
49390,True,64130,KC20036822,37,M
49408,True,64130,KC20040888,36,M
49427,True,64127,KC20045053,55,M
49435,True,64130,KC20040444,53,M
49451,True,64137,KC20041169,34,F
49454,True,64130,KC20038034,27,F
49459,True,64128,KC20042875,35,M
49461,True,64131,KC20037452,22,M
49476,True,64117,KC20035129,42,F
49485,True,64123,KC20045648,36,F
49504,True,64123,KC20033806,47,F
49519,True,64127,KC20044126,35,M
49538,True,64128,KC20041115,41,M
49544,True,64108,KC20044207,47,F
49561,True,64110,KC20032624,44,F
49580,True,64155,KC20040898,47,M
49589,True,64130,KC20037146,31,M
49597,True,64110,KC20042869,39,M
49631,True,64124,KC20045023,32,F
49648,True,64124,KC20039533,45,M
49654,True,64132,KC20035369,59,M
49675,True,64110,KC20042319,54,M
49692,True,64134,KC20047043,21,F
49706,True,64138,KC20034419,27,M
49725,True,64127,KC20044126,33,M
49752,True,63124,KC20044939,19,M
49800,True,64106,KC20033824,29,F
49803,True,64133,KC20042672,36,F
49828,True,64127,KC20046645,50,M
49844,True,64124,KC20043751,44,F
49855,True,64131,KC20034141,44,F
49883,True,64110,KC20042869,32,F
49888,True,64124,KC20033759,32,M
49915,True,64124,KC20047587,28,F
49923,True,64105,KC20044282,32,M
49946,True,64134,KC20044490,38,M
49954,True,64124,KC20042227,52,M
49969,True,64138,KC20041900,36,F
49974,True,64130,KC20040521,29,M
49977,True,64130,KC20033527,34,F
49990,True,64108,KC20035871,28,F
50019,True,64128,KC20037393,26,F
50040,True,64130,KC20040498,66,F
50082,True,64132,KC20037786,31,F
50092,True,64132,KC20047683,21,F
50118,True,64127,KC20036189,23,F
50124,True,64127,KC20043591,21,M
50127,True,64131,KC20034580,39,M
50129,True,64131,KC20040173,18,M
50130,True,64127,KC20035754,41,M
50132,True,64128,KC20043636,50,M
50165,True,64111,KC20035389,39,M
50194,True,64118,KC20043221,38,F
50213,True,64134,KC20032744,18,M
50230,True,64124,KC20040950,22,M
50264,True,64131,KC20046775,59,M
50270,True,64124,KC20038681,67,M
50279,True,64127,KC20044126,40,M
50290,True,64127,KC20044228,29,F
50329,True,64123,KC20040024,28,M
50377,True,64111,KC20033520,32,M
50378,True,64129,KC20033957,21,M
50416,True,64128,KC20036156,18,M
50429,True,64128,KC20042615,28,F
50456,True,64106,KC20041666,39,M
50475,True,64130,KC20045055,37,M
50483,True,64155,KC20044507,22,M
50489,True,64130,KC20046273,59,M
50516,True,64127,KC20032778,29,F
50520,True,64132,KC20037279,37,F
50523,True,64129,KC20041696,23,F
50540,True,64133,KC20034990,44,F
50555,True,64110,KC20036024,25,F
50562,True,64110,KC20032732,44,M
50582,True,64129,KC20046809,18,M
50584,True,64128,KC20042601,34,F
50591,True,64134,KC20046658,32,F
50638,True,64155,KC20045664,20,U
50683,True,64110,KC20041144,22,M
50707,True,64130,KC20036822,20,F
50708,True,64134,KC20034930,30,M
50709,True,64131,KC20043668,28,M
50712,True,64111,KC20044843,22,M
50714,True,64134,KC20032900,57,M
50742,True,64108,KC20037060,36,F
50763,True,64117,KC20037304,33,F
50770,True,64137,KC20041031,42,M
50786,True,64108,KC20034054,62,M
50808,True,64108,KC20040944,35,M
50845,True,64131,KC20034141,23,F
50847,True,64134,KC20036769,23,M
50851,True,64128,KC20043882,29,M
50857,True,64138,KC20036230,29,M
50877,True,64127,KC20044126,33,M
50918,True,64129,KC20042146,57,M
50927,True,64126,KC20042640,24,M
50952,True,64124,KC20040379,76,M
50956,True,64138,KC20041547,40,M
50964,True,64118,KC20045609,23,M
50984,True,64117,KC20034852,28,M
50986,True,64132,KC20037994,27,F
51006,True,64130,KC20037748,20,M
51047,True,64134,KC20033176,43,M
51048,True,64134,KC20043363,25,M
51095,True,64106,KC20040970,50,M
51098,True,64127,KC20033516,31,F
51107,True,64128,KC20044826,38,F
51110,True,64137,KC20035211,21,M
51135,True,64131,KC20033005,21,M
51142,True,64128,KC20038747,21,F
51151,True,64130,KC20033523,33,M
51163,True,64111,KC20046637,25,M
51183,True,64124,KC20040950,21,F
51221,True,64108,KC20045000,47,M
51223,True,64130,KC20045157,62,M
51236,True,64130,KC20046393,39,M
51298,True,64130,KC20035507,31,F
51309,True,64108,KC20034160,42,M
51310,True,64105,KC20046360,42,M
51317,True,64129,KC20046664,32,M
51341,True,64108,KC20046928,33,M
51407,True,64127,KC20039843,24,F
51408,True,64157,KC20041259,48,F
51420,True,64129,KC20041696,27,F
51443,True,64133,KC20034877,30,M
51451,True,64124,KC20034134,34,F
51495,True,64127,KC20044042,60,M
51497,True,64128,KC20035713,46,F
51506,True,64111,KC20032902,19,M
51531,True,64128,KC20046101,21,F
51534,True,64131,KC20033730,70,M
51537,True,64128,KC20042615,31,M
51578,True,64132,KC20037000,43,M
51599,True,64116,KC20035537,37,F
51611,True,64130,KC20039213,42,F
51626,True,64112,KC20035541,36,M
51651,True,64130,KC20037473,58,F
51663,True,64119,KC20041461,34,M
51665,True,64129,KC20045621,56,F
51695,True,64127,KC20039826,69,F
51740,True,64105,KC20035589,26,F
51772,True,64108,KC20044207,44,F
51804,True,64108,KC20035073,27,M
51831,True,64119,KC20033869,21,M
51853,True,64138,KC20047401,21,F
51859,True,64119,KC20039503,33,M
51928,True,64108,KC20040944,19,M
51931,True,64132,KC20047257,21,M
51938,True,64110,KC20040262,21,M
51941,True,64114,KC20042090,22,F
51953,True,64101,KC20041876,53,M
51978,True,64138,KC20037860,27,M
51997,True,64130,KC20033487,57,F
52016,True,64130,KC20042760,25,M
52025,True,64128,KC20042831,32,M
52037,True,64128,KC20036243,49,M
52072,True,64110,KC20042869,32,F
52099,True,64132,KC20035221,33,M
52102,True,64123,KC20033267,36,F
52123,True,64127,KC20034129,30,M
52127,True,64128,KC20035617,31,M
52133,True,64105,KC20038841,27,M
52134,True,64124,KC20034963,41,F
52148,True,64137,KC20049407,33,F
52158,True,64147,KC20049314,21,F
52168,True,64137,KC20049591,22,M
52169,True,64110,KC20053015,32,M
52172,True,64133,KC20049782,36,M
52191,True,64130,KC20049212,35,F
52296,True,64118,KC20051284,21,F
52300,True,64114,KC20054428,21,U
52303,True,64127,KC20051516,20,M
52373,True,64131,KC20049289,29,M
52381,True,64108,KC20054421,19,F
52393,True,64127,KC20055200,25,M
52424,True,64132,KC20050739,53,M
52434,True,64138,KC20049325,35,M
52454,True,64124,KC20053270,46,M
52495,True,64125,KC20051263,33,F
52537,True,64131,KC20054411,33,F
52570,True,64111,KC20049784,28,M
52594,True,64130,KC20049676,31,F
52615,True,64132,KC20053568,33,M
52642,True,64130,KC20049235,28,M
52648,True,64130,KC20054128,19,M
52651,True,64128,KC20053135,51,M
52664,True,64109,KC20051485,40,F
52668,True,64132,KC20052014,23,F
52699,True,64128,KC20053459,25,F
52718,True,64109,KC20051346,29,F
52721,True,64105,KC20047918,22,M
52722,True,64132,KC20052477,44,M
52727,True,64124,KC20051685,44,M
52762,True,64130,KC20052248,30,M
52770,True,64127,KC20053263,21,F
52772,True,64134,KC20048963,24,F
52775,True,64134,KC20054450,18,F
52776,True,64110,KC20051540,36,F
52814,True,64132,KC20051183,26,M
52835,True,64110,KC20053974,32,F
52839,True,64127,KC20050517,20,F
52849,True,64134,KC20049838,43,F
52892,True,64124,KC20049557,23,F
52896,True,64110,KC20054160,24,F
52900,True,64130,KC20050015,28,M
52923,True,64130,KC20050181,54,F
52961,True,64132,KC20047823,33,M
52975,True,64134,KC20053072,19,F
52999,True,64124,KC20050542,27,M
53014,True,64132,KC20050804,29,M
53016,True,64132,KC20051804,53,M
53022,True,64108,KC20051495,66,F
53070,True,64132,KC20047823,31,F
53118,True,64132,KC20052163,27,M
53135,True,64133,KC20051966,68,F
53148,True,64109,KC20051346,26,F
53192,True,64132,KC20055397,20,M
53219,True,64129,KC20052849,27,F
53239,True,64130,KC20055146,26,F
53265,True,64133,KC20051966,70,M
53283,True,64110,KC20050180,37,M
53286,True,64132,KC20048705,46,M
53287,True,64109,KC20048113,20,F
53288,True,64154,KC20048934,19,F
53289,True,64110,KC20054251,28,M
53296,True,64132,KC20054122,25,M
53315,True,64106,KC20048876,42,M
53332,True,64130,KC20051902,69,F
53333,True,64123,KC20047932,46,M
53357,True,64127,KC20053839,18,F
53380,True,64130,KC20053170,50,F
53403,True,64132,KC20050233,19,M
53467,True,64132,KC20048084,24,F
53479,True,64111,KC20047927,32,M
53510,True,64130,KC20049973,39,M
53513,True,64130,KC20049235,28,M
53528,True,64128,KC20051302,36,M
53533,True,64137,KC20049591,19,F
53547,True,64131,KC20054091,23,M
53553,True,64134,KC20048963,42,F
53562,True,64151,KC20050938,22,M
53601,True,64127,KC20048244,20,F
53612,True,64130,KC20049212,21,F
53619,True,64134,KC20054443,27,F
53630,True,64134,KC20049995,36,M
53649,True,64130,KC20054910,35,F
53715,True,64131,KC20048015,40,M
53720,True,64128,KC20054135,43,M
53728,True,64127,KC20049576,40,M
53761,True,64132,KC20048705,32,F
53779,True,64123,KC20053359,21,F
53852,True,64108,KC20054421,22,M
53853,True,64124,KC20052345,40,M
53866,True,64110,KC20053322,30,M
53896,True,64130,KC20049609,18,F
53899,True,64126,KC20048449,49,F
53915,True,64137,KC20051990,24,F
53931,True,64108,KC20051495,20,M
53964,True,64130,KC20053396,25,F
53969,True,64131,KC20052523,18,M
54022,True,64114,KC20049331,71,M
54035,True,64119,KC20051267,40,M
54037,True,64126,KC20053374,62,M
54146,True,64134,KC20053340,19,M
54158,True,64119,KC20050993,23,M
54171,True,64127,KC20048298,39,F
54228,True,64130,KC20048580,35,F
54230,True,64128,KC20053135,30,F
54247,True,64110,KC20053974,33,M
54249,True,64130,KC20049212,23,M
54275,True,64130,KC20052198,63,M
54331,True,64130,KC20050126,28,M
54338,True,64137,KC20050249,21,F
54342,True,64132,KC20052517,27,M
54350,True,64118,KC20050939,28,M
54366,True,64127,KC20051515,33,M
54378,True,64124,KC20050238,25,M
54408,True,64128,KC20049952,18,F
54414,True,64110,KC20048065,20,M
54447,True,64137,KC20049407,54,M
54452,True,64124,KC20053270,35,F
54463,True,64132,KC20051443,35,M
54470,True,64132,KC20050739,36,F
54472,True,64130,KC20047971,31,F
54475,True,64126,KC20048449,20,M
54486,True,64137,KC20050270,28,M
54507,True,64127,KC20047916,31,F
54561,True,64130,KC20049178,40,M
54564,True,64119,KC20050993,19,M
54591,True,64127,KC20053263,18,M
54599,True,64124,KC20049557,28,M
54619,True,64108,KC20051495,34,M
54630,True,64130,KC20050119,22,M
54633,True,64128,KC20051101,63,M
54643,True,64131,KC20049289,29,F
54655,True,64124,KC20052580,50,M
54667,True,64119,KC20051267,41,F
54672,True,64111,KC20048088,24,F
54687,True,64110,KC20051540,33,F
54688,True,64109,KC20052176,47,M
54710,True,64128,KC20048598,30,M
54711,True,64130,KC20055146,26,F
54713,True,64111,KC20048666,59,F
54716,True,64128,KC20053135,25,M
54726,True,64124,KC20049557,24,F
54737,True,64125,KC20055306,62,M
54743,True,64132,KC20048829,36,M
54793,True,64110,KC20055356,44,M
54797,True,64109,KC20050694,69,F
54803,True,64132,KC20048084,22,F
54824,True,64112,KC20048052,20,F
54831,True,64130,KC20055146,26,F
54832,True,64133,KC20051629,73,M
54838,True,64127,KC20054409,57,M
54872,True,64130,KC20054944,19,F
54915,True,64137,KC20054812,41,M
54972,True,64130,KC20049676,30,M
55011,True,64137,KC20049591,53,M
55046,True,64130,KC20053396,64,F
55047,True,64109,KC20051346,30,F
55048,True,64105,KC20047918,20,F
55068,True,64123,KC20053248,38,M
55079,True,64134,KC20053072,32,F
55084,True,64106,KC20050830,29,M
55101,True,64132,KC20050152,46,M
55109,True,64129,KC20051716,19,M
55119,True,64132,KC20050804,26,F
55121,True,64119,KC20052549,28,M
55136,True,64137,KC20054977,22,F
55139,True,64132,KC20054122,51,F
55153,True,64130,KC20049400,40,F
55158,True,64134,KC20049995,33,M
55162,True,64133,KC20052573,53,M
55170,True,64132,KC20048705,53,M
55175,True,64127,KC20053263,63,F
55198,True,64130,KC20047971,55,M
55231,True,64124,KC20052345,33,M
55255,True,64128,KC20053135,32,M
55278,True,64119,KC20053417,33,M
55282,True,64130,KC20050015,42,F
55290,True,64132,KC20050233,23,F
55295,True,64134,KC20054139,29,F
55306,True,64128,KC20053459,27,M
55341,True,64127,KC20047985,22,M
55372,True,64129,KC20052849,33,M
55389,True,64130,KC20055146,58,F
55392,True,64138,KC20054956,35,M
55410,True,64131,KC20051252,24,M
55428,True,64127,KC20050517,22,F
55460,True,64128,KC20054779,33,M
55474,True,64130,KC20051902,75,M
55494,True,64131,KC20051252,21,M
55523,True,64133,KC20051966,58,F
55528,True,64137,KC20049591,26,M
55655,True,64128,KC20054135,30,F
55680,True,64130,KC20054661,25,F
55721,True,64119,KC20050993,19,M
55740,True,64127,KC20049002,58,M
55746,True,64130,KC20049212,24,M
55781,True,64130,KC20049609,30,F
55788,True,64109,KC20053589,43,F
55789,True,64130,KC20054910,33,M
55797,True,64127,KC20048298,68,M
55829,True,64124,KC20052580,40,M
55876,True,64106,KC20052518,37,M
55880,True,64130,KC20053600,29,M
55898,True,64137,KC20051990,28,M
55906,True,64123,KC20053359,54,F
55923,True,64134,KC20049838,57,M
55952,True,64127,KC20055408,41,F
55957,True,64131,KC20052811,31,M
55981,True,64118,KC20050939,28,F
55985,True,64127,KC20055200,21,F
55988,True,64117,KC20055098,27,M
56000,True,64120,KC20051065,33,M
56039,True,64130,KC20053599,67,F
56076,True,64124,KC20053270,19,M
56087,True,64127,KC20055408,35,M
56105,True,64132,KC20050739,35,M
56127,True,64134,KC20053072,19,M
56181,True,64112,KC20048052,41,F
56251,True,64138,KC20052846,45,M
56312,True,64138,KC20049245,59,F
56316,True,64128,KC20053135,60,F
56323,True,64137,KC20049407,35,M
56328,True,64132,KC20048705,39,M
56348,True,64110,KC20049434,27,F
56370,True,64109,KC20051346,30,F
56378,True,64128,KC20054135,25,M
56428,True,64130,KC20050126,30,F
56466,True,64130,KC20049609,42,M
56489,True,64119,KC20050993,21,M
56494,True,64130,KC20049212,24,F
56535,True,64109,KC20048422,23,F
56547,True,64130,KC20050015,50,M
56581,True,64128,KC20048598,19,M
56629,True,64120,KC20048553,47,M
56670,True,64132,KC20052517,26,F
56690,True,64116,KC20049916,48,F
56708,True,64111,KC20047864,53,F
56739,True,64137,KC20054812,29,F
56752,True,64133,KC20053867,21,F
56766,True,64110,KC20048065,20,M
56819,True,64137,KC20049407,41,F
56846,True,64137,KC20049591,21,M
56854,True,64132,KC20048829,30,M
56867,True,64137,KC20050270,23,M
56900,True,64126,KC20052758,51,M
